date,min_temperature_(celcius),max_temperature_(celcius),avg_temperature_(celcius)
1951-01-01,20.25,29.01,24.630000000000003
1951-01-02,19.97,28.5,24.235
1951-01-03,18.68,28.67,23.675
1951-01-04,18.75,28.56,23.655
1951-01-05,18.35,28.62,23.485
1951-01-06,17.01,28.22,22.615000000000002
1951-01-07,17.48,28.23,22.855
1951-01-08,20.52,28.01,24.265
1951-01-09,19.09,27.89,23.490000000000002
1951-01-10,18.68,29.11,23.895
1951-01-11,18.7,28.63,23.665
1951-01-12,18.16,28.78,23.47
1951-01-13,19.4,29.41,24.405
1951-01-14,20.06,28.71,24.384999999999998
1951-01-15,20.83,29.05,24.939999999999998
1951-01-16,22.32,28.99,25.655
1951-01-17,22.08,30.2,26.14
1951-01-18,21.11,29.76,25.435000000000002
1951-01-19,21.11,29.44,25.275
1951-01-20,21.44,30.24,25.84
1951-01-21,21.28,30.76,26.020000000000003
1951-01-22,20.09,30.01,25.05
1951-01-23,20.91,29.78,25.345
1951-01-24,21.01,28.69,24.85
1951-01-25,20.27,29.86,25.064999999999998
1951-01-26,19.56,29.93,24.744999999999997
1951-01-27,17.36,29.7,23.53
1951-01-28,17.07,29.62,23.345
1951-01-29,17.74,29.84,23.79
1951-01-30,17.98,29.45,23.715
1951-01-31,18.07,29.39,23.73
1951-02-01,18.06,29.45,23.755
1951-02-02,18.49,29.59,24.04
1951-02-03,19.27,30.15,24.71
1951-02-04,20.13,30.34,25.235
1951-02-05,19.32,30.06,24.689999999999998
1951-02-06,19.2,30.39,24.795
1951-02-07,19.12,30.19,24.655
1951-02-08,19.77,29.92,24.845
1951-02-09,20.19,30.15,25.17
1951-02-10,20.16,30.17,25.165
1951-02-11,19.9,30.99,25.445
1951-02-12,19.94,31.06,25.5
1951-02-13,18.97,31.69,25.33
1951-02-14,18.51,32.03,25.270000000000003
1951-02-15,18.26,32.01,25.134999999999998
1951-02-16,19.4,32.38,25.89
1951-02-17,20.05,31.59,25.82
1951-02-18,18.37,31.07,24.72
1951-02-19,18.42,31.68,25.05
1951-02-20,18.6,32.55,25.575
1951-02-21,19.76,32.21,25.985
1951-02-22,17.79,31.73,24.759999999999998
1951-02-23,17.47,31.74,24.604999999999997
1951-02-24,18.39,32.25,25.32
1951-02-25,18.31,32.31,25.310000000000002
1951-02-26,19.23,33.0,26.115000000000002
1951-02-27,18.38,33.2,25.79
1951-02-28,18.9,33.46,26.18
1951-03-01,19.36,34.21,26.785
1951-03-02,19.38,34.47,26.924999999999997
1951-03-03,19.9,32.81,26.355
1951-03-04,20.04,31.69,25.865000000000002
1951-03-05,20.56,34.04,27.299999999999997
1951-03-06,19.64,33.31,26.475
1951-03-07,20.21,33.85,27.03
1951-03-08,20.29,32.56,26.425
1951-03-09,20.19,33.53,26.86
1951-03-10,20.98,33.68,27.33
1951-03-11,20.13,33.72,26.924999999999997
1951-03-12,20.21,34.95,27.580000000000002
1951-03-13,20.82,34.57,27.695
1951-03-14,21.4,34.39,27.895
1951-03-15,22.02,34.13,28.075000000000003
1951-03-16,20.65,33.29,26.97
1951-03-17,21.96,33.9,27.93
1951-03-18,23.25,34.29,28.77
1951-03-19,23.15,35.02,29.085
1951-03-20,24.48,35.85,30.165
1951-03-21,24.86,36.39,30.625
1951-03-22,25.16,37.47,31.314999999999998
1951-03-23,25.97,37.79,31.88
1951-03-24,25.97,36.74,31.355
1951-03-25,23.93,35.54,29.735
1951-03-26,24.94,34.0,29.47
1951-03-27,24.61,33.83,29.22
1951-03-28,24.02,33.15,28.585
1951-03-29,24.63,33.4,29.015
1951-03-30,25.98,34.32,30.15
1951-03-31,23.89,33.58,28.735
1951-04-01,24.97,33.46,29.215
1951-04-02,25.25,33.21,29.23
1951-04-03,25.56,33.67,29.615000000000002
1951-04-04,25.5,33.13,29.315
1951-04-05,25.7,34.24,29.97
1951-04-06,25.87,34.7,30.285000000000004
1951-04-07,25.03,33.85,29.44
1951-04-08,24.49,35.05,29.769999999999996
1951-04-09,24.06,34.16,29.11
1951-04-10,25.39,34.96,30.175
1951-04-11,25.98,34.97,30.475
1951-04-12,23.75,31.34,27.545
1951-04-13,24.4,32.92,28.66
1951-04-14,24.97,32.64,28.805
1951-04-15,24.93,33.94,29.435
1951-04-16,24.69,33.7,29.195
1951-04-17,24.54,33.49,29.015
1951-04-18,25.51,35.08,30.295
1951-04-19,26.42,35.47,30.945
1951-04-20,24.45,35.52,29.985
1951-04-21,25.14,33.38,29.26
1951-04-22,25.75,35.36,30.555
1951-04-23,26.86,36.25,31.555
1951-04-24,27.05,36.6,31.825000000000003
1951-04-25,26.74,36.62,31.68
1951-04-26,26.96,36.82,31.89
1951-04-27,26.91,37.1,32.005
1951-04-28,25.99,36.26,31.125
1951-04-29,26.79,36.55,31.669999999999998
1951-04-30,25.86,36.94,31.4
1951-05-01,25.01,37.15,31.08
1951-05-02,26.54,35.97,31.255
1951-05-03,26.25,37.3,31.775
1951-05-04,27.16,37.16,32.16
1951-05-05,27.32,37.63,32.475
1951-05-06,25.98,36.98,31.479999999999997
1951-05-07,26.24,36.92,31.58
1951-05-08,26.08,37.18,31.63
1951-05-09,27.01,37.73,32.37
1951-05-10,28.02,38.84,33.43
1951-05-11,27.78,40.04,33.91
1951-05-12,28.31,38.82,33.565
1951-05-13,27.03,38.95,32.99
1951-05-14,28.82,39.37,34.095
1951-05-15,27.83,38.85,33.34
1951-05-16,28.46,37.94,33.2
1951-05-17,28.98,39.19,34.085
1951-05-18,26.23,38.46,32.345
1951-05-19,27.44,37.07,32.255
1951-05-20,27.72,37.93,32.825
1951-05-21,28.43,37.98,33.205
1951-05-22,25.58,38.69,32.135
1951-05-23,28.08,36.48,32.28
1951-05-24,26.07,35.45,30.76
1951-05-25,26.04,35.46,30.75
1951-05-26,27.6,36.78,32.19
1951-05-27,26.99,38.24,32.615
1951-05-28,27.65,36.69,32.17
1951-05-29,27.03,38.0,32.515
1951-05-30,26.95,35.62,31.284999999999997
1951-05-31,26.71,36.99,31.85
1951-06-01,25.9,36.76,31.33
1951-06-02,25.85,34.56,30.205000000000002
1951-06-03,26.85,35.8,31.325
1951-06-04,26.45,36.05,31.25
1951-06-05,26.78,35.03,30.905
1951-06-06,25.91,36.52,31.215000000000003
1951-06-07,27.29,36.11,31.7
1951-06-08,27.76,37.16,32.46
1951-06-09,26.91,37.46,32.185
1951-06-10,26.52,35.37,30.945
1951-06-11,26.24,34.89,30.564999999999998
1951-06-12,26.85,34.77,30.810000000000002
1951-06-13,26.88,35.88,31.380000000000003
1951-06-14,26.38,36.84,31.61
1951-06-15,26.66,37.43,32.045
1951-06-16,27.71,37.42,32.565
1951-06-17,27.06,37.77,32.415
1951-06-18,26.6,38.05,32.325
1951-06-19,26.76,37.72,32.24
1951-06-20,26.89,36.93,31.91
1951-06-21,26.32,36.28,31.3
1951-06-22,26.79,36.68,31.735
1951-06-23,26.59,35.09,30.840000000000003
1951-06-24,26.83,36.04,31.435
1951-06-25,25.81,34.7,30.255000000000003
1951-06-26,26.38,36.09,31.235
1951-06-27,26.35,35.59,30.970000000000002
1951-06-28,26.53,35.32,30.925
1951-06-29,26.92,36.7,31.810000000000002
1951-06-30,27.3,36.88,32.09
1951-07-01,28.06,39.07,33.565
1951-07-02,27.65,38.79,33.22
1951-07-03,27.31,39.21,33.26
1951-07-04,26.62,36.57,31.595
1951-07-05,25.53,36.91,31.22
1951-07-06,24.65,34.77,29.71
1951-07-07,24.99,35.24,30.115000000000002
1951-07-08,24.72,33.7,29.21
1951-07-09,24.89,33.51,29.2
1951-07-10,26.1,34.81,30.455000000000002
1951-07-11,26.56,36.03,31.295
1951-07-12,25.21,37.1,31.155
1951-07-13,25.64,35.74,30.69
1951-07-14,26.15,33.87,30.009999999999998
1951-07-15,25.74,35.89,30.814999999999998
1951-07-16,25.2,35.06,30.130000000000003
1951-07-17,25.29,33.99,29.64
1951-07-18,24.65,34.77,29.71
1951-07-19,25.54,32.07,28.805
1951-07-20,24.69,32.17,28.43
1951-07-21,24.96,33.02,28.990000000000002
1951-07-22,25.0,32.99,28.995
1951-07-23,25.24,34.13,29.685000000000002
1951-07-24,25.52,31.46,28.490000000000002
1951-07-25,24.37,30.28,27.325000000000003
1951-07-26,25.23,32.35,28.79
1951-07-27,25.41,34.44,29.924999999999997
1951-07-28,26.57,35.8,31.185
1951-07-29,26.99,36.4,31.695
1951-07-30,26.4,35.44,30.919999999999998
1951-07-31,26.35,33.32,29.835
1951-08-01,25.68,34.93,30.305
1951-08-02,25.7,35.76,30.729999999999997
1951-08-03,25.75,36.43,31.09
1951-08-04,24.99,35.4,30.195
1951-08-05,25.74,33.9,29.82
1951-08-06,26.02,34.66,30.339999999999996
1951-08-07,26.3,35.67,30.985
1951-08-08,25.98,34.18,30.08
1951-08-09,25.21,36.53,30.87
1951-08-10,26.24,35.78,31.009999999999998
1951-08-11,25.77,36.28,31.025
1951-08-12,25.48,35.62,30.549999999999997
1951-08-13,25.66,35.76,30.71
1951-08-14,25.66,34.73,30.195
1951-08-15,25.48,36.12,30.799999999999997
1951-08-16,26.6,36.51,31.555
1951-08-17,26.19,35.26,30.725
1951-08-18,25.95,34.86,30.405
1951-08-19,25.91,36.49,31.200000000000003
1951-08-20,26.44,36.45,31.445
1951-08-21,25.87,36.8,31.335
1951-08-22,25.46,36.14,30.8
1951-08-23,25.43,35.34,30.385
1951-08-24,24.92,35.22,30.07
1951-08-25,25.0,34.57,29.785
1951-08-26,25.35,35.04,30.195
1951-08-27,25.73,35.9,30.814999999999998
1951-08-28,26.22,35.22,30.72
1951-08-29,23.79,34.67,29.23
1951-08-30,24.96,33.12,29.04
1951-08-31,24.45,33.65,29.049999999999997
1951-09-01,24.35,33.2,28.775000000000002
1951-09-02,25.13,33.51,29.32
1951-09-03,24.96,35.77,30.365000000000002
1951-09-04,24.95,35.41,30.18
1951-09-05,25.05,33.92,29.485
1951-09-06,24.52,33.42,28.97
1951-09-07,24.8,32.13,28.465000000000003
1951-09-08,25.4,34.74,30.07
1951-09-09,25.75,34.45,30.1
1951-09-10,26.31,35.98,31.144999999999996
1951-09-11,25.85,34.78,30.315
1951-09-12,25.07,35.58,30.325
1951-09-13,25.84,34.76,30.299999999999997
1951-09-14,25.39,33.83,29.61
1951-09-15,24.8,34.36,29.58
1951-09-16,25.28,34.03,29.655
1951-09-17,25.46,34.85,30.155
1951-09-18,26.12,34.58,30.35
1951-09-19,25.59,34.69,30.14
1951-09-20,26.09,34.19,30.14
1951-09-21,25.88,34.64,30.259999999999998
1951-09-22,25.89,35.42,30.655
1951-09-23,26.13,35.1,30.615000000000002
1951-09-24,26.0,35.33,30.665
1951-09-25,25.74,34.57,30.155
1951-09-26,25.31,33.9,29.604999999999997
1951-09-27,24.78,32.53,28.655
1951-09-28,24.29,31.63,27.96
1951-09-29,24.3,31.15,27.725
1951-09-30,24.99,31.96,28.475
1951-10-01,24.87,32.54,28.705
1951-10-02,25.12,33.31,29.215000000000003
1951-10-03,25.7,34.32,30.009999999999998
1951-10-04,25.61,34.85,30.23
1951-10-05,25.1,34.56,29.830000000000002
1951-10-06,25.13,33.38,29.255000000000003
1951-10-07,25.07,34.32,29.695
1951-10-08,25.0,34.57,29.785
1951-10-09,25.3,34.33,29.814999999999998
1951-10-10,24.72,34.58,29.65
1951-10-11,24.52,35.12,29.82
1951-10-12,25.36,34.61,29.985
1951-10-13,25.38,35.14,30.259999999999998
1951-10-14,25.88,34.76,30.32
1951-10-15,25.83,34.56,30.195
1951-10-16,24.93,32.66,28.794999999999998
1951-10-17,25.79,34.13,29.96
1951-10-18,25.29,34.33,29.81
1951-10-19,25.92,34.95,30.435000000000002
1951-10-20,25.76,34.3,30.03
1951-10-21,24.35,33.03,28.69
1951-10-22,23.7,32.48,28.089999999999996
1951-10-23,23.82,32.55,28.185
1951-10-24,23.81,33.63,28.72
1951-10-25,23.53,34.79,29.16
1951-10-26,23.8,33.72,28.759999999999998
1951-10-27,23.97,32.04,28.005
1951-10-28,24.09,30.86,27.475
1951-10-29,24.48,32.17,28.325000000000003
1951-10-30,23.98,31.16,27.57
1951-10-31,24.65,32.87,28.759999999999998
1951-11-01,24.29,31.88,28.085
1951-11-02,23.61,29.55,26.58
1951-11-03,23.6,30.21,26.905
1951-11-04,23.61,29.38,26.494999999999997
1951-11-05,24.54,31.93,28.235
1951-11-06,24.52,31.74,28.13
1951-11-07,23.67,29.46,26.565
1951-11-08,23.9,30.42,27.16
1951-11-09,23.85,29.47,26.66
1951-11-10,24.09,30.9,27.494999999999997
1951-11-11,23.06,30.84,26.95
1951-11-12,21.44,30.55,25.995
1951-11-13,21.33,29.97,25.65
1951-11-14,21.84,30.44,26.14
1951-11-15,22.07,30.68,26.375
1951-11-16,20.98,30.65,25.814999999999998
1951-11-17,22.06,30.24,26.15
1951-11-18,22.43,28.95,25.689999999999998
1951-11-19,22.91,26.24,24.575
1951-11-20,23.13,27.68,25.405
1951-11-21,23.53,28.83,26.18
1951-11-22,23.55,30.68,27.115000000000002
1951-11-23,22.65,30.38,26.515
1951-11-24,21.53,30.1,25.815
1951-11-25,22.33,29.96,26.145
1951-11-26,22.94,32.02,27.480000000000004
1951-11-27,23.89,31.72,27.805
1951-11-28,23.76,30.9,27.33
1951-11-29,22.84,30.62,26.73
1951-11-30,21.83,28.53,25.18
1951-12-01,20.79,29.23,25.009999999999998
1951-12-02,20.2,29.36,24.78
1951-12-03,19.53,28.97,24.25
1951-12-04,19.11,28.74,23.924999999999997
1951-12-05,19.17,28.71,23.94
1951-12-06,19.32,28.97,24.145
1951-12-07,17.98,28.98,23.48
1951-12-08,21.02,29.78,25.4
1951-12-09,19.85,30.11,24.98
1951-12-10,19.58,30.09,24.835
1951-12-11,18.19,30.59,24.39
1951-12-12,20.07,31.93,26.0
1951-12-13,20.25,31.91,26.08
1951-12-14,22.38,31.47,26.924999999999997
1951-12-15,22.57,31.23,26.9
1951-12-16,22.74,30.34,26.54
1951-12-17,21.84,30.08,25.96
1951-12-18,21.05,29.93,25.490000000000002
1951-12-19,19.08,29.64,24.36
1951-12-20,18.44,28.88,23.66
1951-12-21,18.77,29.31,24.04
1951-12-22,18.09,28.87,23.48
1951-12-23,17.92,28.65,23.285
1951-12-24,17.9,28.43,23.165
1951-12-25,19.12,28.24,23.68
1951-12-26,20.21,29.04,24.625
1951-12-27,20.45,29.11,24.78
1951-12-28,20.32,29.01,24.665
1951-12-29,20.05,29.01,24.53
1951-12-30,20.1,29.15,24.625
1951-12-31,20.03,29.17,24.6
1952-01-01,19.73,29.09,24.41
1952-01-02,19.69,29.1,24.395000000000003
1952-01-03,19.85,29.23,24.54
1952-01-04,19.69,29.1,24.395000000000003
1952-01-05,19.75,29.01,24.380000000000003
1952-01-06,19.67,29.14,24.405
1952-01-07,19.88,29.11,24.494999999999997
1952-01-08,21.14,29.66,25.4
1952-01-09,20.64,29.99,25.314999999999998
1952-01-10,19.5,30.08,24.79
1952-01-11,18.77,29.79,24.28
1952-01-12,18.61,30.06,24.335
1952-01-13,19.18,31.03,25.105
1952-01-14,19.07,30.93,25.0
1952-01-15,17.91,30.66,24.285
1952-01-16,18.02,30.95,24.485
1952-01-17,18.15,30.52,24.335
1952-01-18,18.16,30.37,24.265
1952-01-19,18.69,29.94,24.315
1952-01-20,17.48,29.37,23.425
1952-01-21,17.61,29.62,23.615000000000002
1952-01-22,17.69,29.58,23.634999999999998
1952-01-23,19.17,29.89,24.53
1952-01-24,21.05,30.1,25.575000000000003
1952-01-25,20.72,29.91,25.314999999999998
1952-01-26,19.39,29.52,24.455
1952-01-27,18.36,29.37,23.865000000000002
1952-01-28,19.14,29.3,24.22
1952-01-29,20.74,28.01,24.375
1952-01-30,21.48,29.12,25.3
1952-01-31,21.88,29.66,25.77
1952-02-01,20.01,29.84,24.925
1952-02-02,20.09,29.91,25.0
1952-02-03,21.19,29.22,25.205
1952-02-04,20.11,29.35,24.73
1952-02-05,21.08,31.12,26.1
1952-02-06,22.13,31.66,26.895
1952-02-07,22.82,31.5,27.16
1952-02-08,22.93,31.18,27.055
1952-02-09,21.41,31.12,26.265
1952-02-10,22.03,31.44,26.735
1952-02-11,21.05,31.92,26.485
1952-02-12,20.52,31.39,25.955
1952-02-13,20.35,31.75,26.05
1952-02-14,21.4,31.95,26.674999999999997
1952-02-15,18.68,33.24,25.96
1952-02-16,19.1,32.21,25.655
1952-02-17,18.27,31.65,24.96
1952-02-18,18.89,32.49,25.69
1952-02-19,19.95,32.98,26.464999999999996
1952-02-20,22.78,32.14,27.46
1952-02-21,24.02,32.04,28.03
1952-02-22,24.12,30.82,27.47
1952-02-23,24.03,30.89,27.46
1952-02-24,23.76,31.69,27.725
1952-02-25,23.64,31.46,27.55
1952-02-26,22.29,31.36,26.825
1952-02-27,18.71,32.41,25.56
1952-02-28,18.89,31.75,25.32
1952-02-29,19.5,31.5,25.5
1952-03-01,20.44,31.59,26.015
1952-03-02,22.85,32.28,27.565
1952-03-03,22.26,33.03,27.645000000000003
1952-03-04,22.27,33.78,28.025
1952-03-05,21.2,33.2,27.200000000000003
1952-03-06,20.58,33.26,26.919999999999998
1952-03-07,20.94,34.04,27.490000000000002
1952-03-08,19.39,34.23,26.81
1952-03-09,20.8,33.65,27.225
1952-03-10,22.0,33.96,27.98
1952-03-11,22.52,34.51,28.515
1952-03-12,22.52,35.29,28.905
1952-03-13,23.05,33.63,28.340000000000003
1952-03-14,24.44,33.76,29.1
1952-03-15,24.82,34.41,29.615
1952-03-16,25.26,33.92,29.590000000000003
1952-03-17,24.48,34.32,29.4
1952-03-18,24.77,34.94,29.854999999999997
1952-03-19,24.83,34.53,29.68
1952-03-20,23.87,33.73,28.799999999999997
1952-03-21,22.41,33.33,27.869999999999997
1952-03-22,21.12,33.26,27.189999999999998
1952-03-23,21.92,33.17,27.545
1952-03-24,23.38,33.63,28.505000000000003
1952-03-25,25.07,34.06,29.565
1952-03-26,25.59,35.14,30.365000000000002
1952-03-27,24.13,34.76,29.445
1952-03-28,24.41,33.74,29.075000000000003
1952-03-29,22.45,34.33,28.39
1952-03-30,23.6,34.62,29.11
1952-03-31,24.71,34.81,29.76
1952-04-01,26.04,36.18,31.11
1952-04-02,25.23,34.66,29.945
1952-04-03,26.16,35.28,30.72
1952-04-04,27.14,35.43,31.285
1952-04-05,26.96,34.49,30.725
1952-04-06,25.9,35.11,30.505
1952-04-07,25.45,34.88,30.165
1952-04-08,26.06,35.89,30.975
1952-04-09,25.47,35.97,30.72
1952-04-10,25.88,35.68,30.78
1952-04-11,26.92,36.47,31.695
1952-04-12,27.51,36.23,31.869999999999997
1952-04-13,26.75,35.77,31.26
1952-04-14,26.13,35.65,30.89
1952-04-15,25.21,35.63,30.42
1952-04-16,24.92,35.37,30.145
1952-04-17,24.7,35.25,29.975
1952-04-18,24.95,34.9,29.924999999999997
1952-04-19,25.9,35.4,30.65
1952-04-20,26.46,34.81,30.635
1952-04-21,26.82,35.16,30.99
1952-04-22,26.4,36.23,31.314999999999998
1952-04-23,27.7,36.64,32.17
1952-04-24,27.51,37.42,32.465
1952-04-25,28.14,37.47,32.805
1952-04-26,27.34,37.52,32.43
1952-04-27,27.83,36.87,32.349999999999994
1952-04-28,27.92,37.39,32.655
1952-04-29,28.29,38.07,33.18
1952-04-30,28.06,38.94,33.5
1952-05-01,28.96,39.41,34.185
1952-05-02,28.09,39.03,33.56
1952-05-03,28.1,38.83,33.465
1952-05-04,27.89,39.45,33.67
1952-05-05,28.83,39.06,33.945
1952-05-06,27.56,38.78,33.17
1952-05-07,27.97,38.16,33.065
1952-05-08,27.74,39.3,33.519999999999996
1952-05-09,28.11,38.79,33.45
1952-05-10,28.31,39.45,33.88
1952-05-11,28.03,38.4,33.215
1952-05-12,28.74,38.87,33.805
1952-05-13,28.07,39.36,33.715
1952-05-14,28.44,39.92,34.18
1952-05-15,28.36,41.12,34.739999999999995
1952-05-16,29.29,41.36,35.325
1952-05-17,28.83,40.82,34.825
1952-05-18,29.69,41.25,35.47
1952-05-19,26.92,40.92,33.92
1952-05-20,28.41,35.87,32.14
1952-05-21,25.56,34.7,30.130000000000003
1952-05-22,24.4,29.12,26.759999999999998
1952-05-23,24.01,29.58,26.795
1952-05-24,24.94,31.56,28.25
1952-05-25,25.26,33.71,29.485
1952-05-26,25.55,32.28,28.915
1952-05-27,27.07,36.03,31.55
1952-05-28,26.84,36.33,31.585
1952-05-29,26.24,34.58,30.409999999999997
1952-05-30,27.19,36.07,31.630000000000003
1952-05-31,27.55,37.4,32.475
1952-06-01,28.1,38.82,33.46
1952-06-02,27.58,39.05,33.315
1952-06-03,27.27,38.78,33.025
1952-06-04,26.38,38.25,32.315
1952-06-05,26.55,37.63,32.09
1952-06-06,26.18,36.47,31.325
1952-06-07,27.2,37.41,32.305
1952-06-08,27.85,38.58,33.215
1952-06-09,26.54,38.89,32.715
1952-06-10,27.06,37.31,32.185
1952-06-11,27.61,38.17,32.89
1952-06-12,27.84,38.73,33.285
1952-06-13,28.2,38.88,33.54
1952-06-14,27.64,38.32,32.980000000000004
1952-06-15,27.71,38.25,32.980000000000004
1952-06-16,28.06,37.76,32.91
1952-06-17,27.05,38.13,32.59
1952-06-18,26.5,37.78,32.14
1952-06-19,27.08,37.57,32.325
1952-06-20,27.4,37.02,32.21
1952-06-21,26.66,36.17,31.415
1952-06-22,26.65,36.24,31.445
1952-06-23,26.45,35.95,31.200000000000003
1952-06-24,26.38,36.63,31.505000000000003
1952-06-25,26.19,36.64,31.415
1952-06-26,26.87,35.37,31.119999999999997
1952-06-27,26.76,36.44,31.6
1952-06-28,26.39,37.11,31.75
1952-06-29,27.32,36.56,31.94
1952-06-30,27.2,36.58,31.89
1952-07-01,27.05,36.89,31.97
1952-07-02,26.71,37.03,31.87
1952-07-03,27.34,36.8,32.07
1952-07-04,25.95,36.55,31.25
1952-07-05,26.59,37.17,31.880000000000003
1952-07-06,26.47,37.4,31.935
1952-07-07,26.28,38.01,32.144999999999996
1952-07-08,27.62,38.62,33.12
1952-07-09,26.61,38.36,32.485
1952-07-10,25.66,37.87,31.765
1952-07-11,25.17,35.51,30.34
1952-07-12,24.52,32.18,28.35
1952-07-13,25.81,32.35,29.08
1952-07-14,26.18,35.15,30.665
1952-07-15,26.56,35.39,30.975
1952-07-16,26.42,34.35,30.385
1952-07-17,24.51,32.94,28.725
1952-07-18,24.94,33.39,29.165
1952-07-19,25.4,34.05,29.724999999999998
1952-07-20,25.67,34.65,30.16
1952-07-21,25.35,33.81,29.580000000000002
1952-07-22,25.87,33.92,29.895000000000003
1952-07-23,25.78,34.58,30.18
1952-07-24,26.07,33.31,29.69
1952-07-25,25.47,32.67,29.07
1952-07-26,26.14,35.53,30.835
1952-07-27,26.7,35.85,31.275
1952-07-28,26.41,35.61,31.009999999999998
1952-07-29,26.23,36.82,31.525
1952-07-30,26.73,37.4,32.065
1952-07-31,26.13,36.0,31.064999999999998
1952-08-01,26.28,36.31,31.295
1952-08-02,26.1,36.4,31.25
1952-08-03,26.47,36.89,31.68
1952-08-04,26.05,34.44,30.244999999999997
1952-08-05,26.23,37.25,31.740000000000002
1952-08-06,26.2,37.0,31.6
1952-08-07,25.95,36.68,31.314999999999998
1952-08-08,25.98,34.18,30.08
1952-08-09,25.04,35.25,30.145
1952-08-10,24.42,34.03,29.225
1952-08-11,25.41,34.75,30.08
1952-08-12,25.69,35.53,30.61
1952-08-13,25.58,35.87,30.724999999999998
1952-08-14,26.08,34.68,30.38
1952-08-15,26.2,35.76,30.979999999999997
1952-08-16,26.15,34.25,30.2
1952-08-17,26.1,35.09,30.595000000000002
1952-08-18,25.9,35.03,30.465
1952-08-19,25.41,35.15,30.28
1952-08-20,25.86,34.97,30.415
1952-08-21,24.28,33.12,28.7
1952-08-22,24.95,32.18,28.564999999999998
1952-08-23,25.23,34.19,29.71
1952-08-24,25.38,34.88,30.130000000000003
1952-08-25,25.65,35.0,30.325
1952-08-26,25.36,34.69,30.025
1952-08-27,24.78,33.65,29.215
1952-08-28,24.83,33.83,29.33
1952-08-29,24.68,34.43,29.555
1952-08-30,24.44,33.39,28.915
1952-08-31,24.27,31.23,27.75
1952-09-01,24.95,34.39,29.67
1952-09-02,25.22,34.48,29.849999999999998
1952-09-03,25.18,34.45,29.815
1952-09-04,25.07,34.78,29.925
1952-09-05,25.15,34.42,29.785
1952-09-06,24.96,34.47,29.715
1952-09-07,24.99,34.33,29.659999999999997
1952-09-08,25.04,34.09,29.565
1952-09-09,25.11,34.25,29.68
1952-09-10,25.17,34.34,29.755000000000003
1952-09-11,24.92,34.04,29.48
1952-09-12,25.09,34.24,29.665
1952-09-13,25.1,34.41,29.755
1952-09-14,25.0,34.61,29.805
1952-09-15,24.74,34.43,29.585
1952-09-16,24.83,34.42,29.625
1952-09-17,24.8,34.35,29.575000000000003
1952-09-18,24.91,34.14,29.525
1952-09-19,24.87,34.16,29.515
1952-09-20,24.67,33.71,29.19
1952-09-21,24.79,33.81,29.3
1952-09-22,24.83,33.81,29.32
1952-09-23,24.91,33.97,29.439999999999998
1952-09-24,24.86,33.84,29.35
1952-09-25,24.64,33.71,29.175
1952-09-26,24.75,33.73,29.24
1952-09-27,24.68,33.82,29.25
1952-09-28,24.45,33.53,28.990000000000002
1952-09-29,24.64,33.29,28.965
1952-09-30,24.58,33.14,28.86
1952-10-01,25.36,34.68,30.02
1952-10-02,25.79,34.07,29.93
1952-10-03,24.6,34.93,29.765
1952-10-04,24.6,31.77,28.185000000000002
1952-10-05,24.29,30.29,27.29
1952-10-06,24.12,30.12,27.12
1952-10-07,24.26,29.83,27.045
1952-10-08,24.79,30.87,27.83
1952-10-09,24.08,32.11,28.095
1952-10-10,25.67,33.57,29.62
1952-10-11,24.12,33.23,28.674999999999997
1952-10-12,24.98,33.61,29.295
1952-10-13,23.88,33.14,28.509999999999998
1952-10-14,24.37,30.28,27.325000000000003
1952-10-15,23.78,31.12,27.450000000000003
1952-10-16,24.26,30.81,27.535
1952-10-17,24.78,32.19,28.485
1952-10-18,24.6,33.37,28.985
1952-10-19,24.16,30.26,27.21
1952-10-20,24.64,31.56,28.1
1952-10-21,24.6,31.36,27.98
1952-10-22,24.4,32.98,28.689999999999998
1952-10-23,22.84,31.88,27.36
1952-10-24,24.25,33.55,28.9
1952-10-25,24.0,33.7,28.85
1952-10-26,22.98,32.96,27.97
1952-10-27,22.01,32.97,27.490000000000002
1952-10-28,20.95,32.01,26.479999999999997
1952-10-29,21.13,31.76,26.445
1952-10-30,20.3,31.71,26.005000000000003
1952-10-31,21.25,31.3,26.275
1952-11-01,21.56,31.07,26.314999999999998
1952-11-02,22.52,31.29,26.905
1952-11-03,22.7,31.94,27.32
1952-11-04,22.03,32.1,27.065
1952-11-05,23.06,32.66,27.86
1952-11-06,23.22,31.38,27.299999999999997
1952-11-07,22.54,31.73,27.134999999999998
1952-11-08,22.01,31.84,26.925
1952-11-09,22.24,32.96,27.6
1952-11-10,22.21,33.24,27.725
1952-11-11,21.93,33.09,27.51
1952-11-12,21.56,31.6,26.58
1952-11-13,20.23,31.92,26.075000000000003
1952-11-14,19.63,31.3,25.465
1952-11-15,19.29,30.46,24.875
1952-11-16,20.34,30.65,25.494999999999997
1952-11-17,20.87,30.6,25.735
1952-11-18,20.04,30.43,25.235
1952-11-19,21.3,30.35,25.825000000000003
1952-11-20,20.56,30.38,25.47
1952-11-21,22.84,30.6,26.72
1952-11-22,23.19,29.9,26.545
1952-11-23,22.53,29.94,26.235
1952-11-24,20.59,30.81,25.7
1952-11-25,19.46,29.85,24.655
1952-11-26,19.49,29.85,24.67
1952-11-27,18.59,30.48,24.535
1952-11-28,19.49,29.5,24.494999999999997
1952-11-29,20.58,29.29,24.935
1952-11-30,21.19,28.69,24.94
